Egg.ID,Facility,Fate,Year,Treatment,Logger.ID,Pair.ID,Lay.date,Paired.date,Unpaired.date,Last.alive.day,Hatch.fail.date,Day,temp_mean,temp_var,rh_mean,rh_var,rot_mean,rot_var
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,148,37.45111111,0.006225926,46.315,0.643125,154,1587
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,149,37.45111111,0.016359259,46.22666667,0.434658333,175.6666667,1500.333333
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,150,37.43333333,0.012033333,47.09833333,1.122408333,177,1587
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,151,37.45111111,0.006225926,45.61333333,0.278258333,177,1587
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,152,37.46888889,0.002314815,46.31333333,0.298158333,177,1587
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,153,37.49666667,0,47.61833333,2.058358333,176.6666667,1633.333333
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,154,37.33444444,0.078948148,45.08,3.413275,177,1587
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,155,37.43333333,0.012033333,46.83666667,0.847658333,177,1587
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,156,37.49666667,0,47.27166667,2.071408333,153.3333333,1633.333333
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,157,37.37,0.048133333,46.485,2.504925,178.3333333,1408.333333
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,158,37.31666667,0.025011111,45.61333333,0.278258333,154.3333333,1192.333333
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,159,37.51444444,0.000948148,45.7,0.301225,177,1587
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,160,37.41555556,0.009603704,45.525,0.1621,134,19
07-114-02-15,ICF,Failed,2015,SHC-GQF2,I-8+P-11,9,147,147,162,177,177,161,37.47888889,0.006637037,44.90833333,0.023408333,177,1587
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,116,37.53222222,0.000948148,47.36,0.7081,175.6666667,2080.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,117,37.51444444,0.000948148,47.53666667,0.698533333,176.3333333,1976.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,118,37.51444444,0.000948148,47.01,2.4892,179.3333333,1752.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,119,37.51444444,0.000948148,46.39166667,5.581458333,156,1951
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,120,37.49666667,0,47.96666667,1.908433333,155.3333333,2002.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,121,37.51444444,0.000948148,46.835,2.486575,156,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,122,37.53222222,0.000948148,46.57333333,1.738633333,156.3333333,1925.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,123,37.51444444,0.000948148,47.185,1.294825,156.3333333,2002.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,124,37.53222222,0.000948148,47.35666667,3.172133333,156.6666667,1976.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,125,37.51444444,0.000948148,47.53333333,2.067033333,157,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,126,37.47888889,0.000948148,46.48833333,0.847658333,156.6666667,1976.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,127,37.51444444,0.000948148,47.96666667,1.877233333,156.3333333,2002.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,128,37.56777778,0.000948148,48.14,1.4283,162,1713
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,129,37.60333333,0,46.75,0.7081,173,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,130,37.60333333,0,47.09666667,3.021258333,172.3333333,2080.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,131,37.60333333,0,46.835,2.486575,173,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,132,37.63111111,0.002314815,46.4,1.1025,173,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,133,37.60333333,0,49.18,0.0867,173,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,134,37.63111111,0.002314815,47.87166667,5.889158333,199,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,135,37.63111111,0.002314815,47.27,3.3732,199,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,136,37.69444444,0.00907037,46.835,2.486575,199,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,137,37.65888889,0.002314815,46.48833333,1.125908333,199,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,138,37.65888889,0.002314815,47.27333333,0.639633333,199,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,139,37.63111111,0.002314815,47.005,4.569475,203.6666667,1925.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,140,37.60333333,0,47.44666667,0.821633333,196,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,141,37.63111111,0.002314815,47.09666667,2.558533333,195.6666667,2054.333333
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,142,37.58555556,0.000948148,47.79333333,1.456033333,195,2029
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,143,37.65888889,0.002314815,46.83666667,1.731658333,199,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,144,37.60333333,0,46.13833333,1.307908333,199,2028
07-117-01-17,ICF,Hatch,2017,SHC-GQF2,P-11,9,115,115,146,146,146,145,37.66666667,0.012033333,46.57666667,0.639633333,199,2028
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,132,37.46888889,0.002314815,45.96166667,0.852033333,176.6666667,1633.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,133,37.36,0.002844444,45.26166667,0.093633333,153.6666667,1610.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,134,37.42333333,0.004744444,44.90666667,0.861258333,197,27
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,135,37.38777778,0.009603704,46.48666667,1.542408333,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,136,37.40555556,0.00907037,47.445,1.916275,154.3333333,1633.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,137,37.20777778,0.150603704,49.52166667,0.265233333,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,138,37.43333333,0.012033333,47.26166667,5.768533333,154,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,139,37.43333333,0.012033333,45.525,0.1621,154,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,140,37.43333333,0.012033333,45.085,0.2809,154,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,141,37.47888889,0.000948148,44.555,1.9663,153.6666667,1610.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,142,37.41555556,0.009603704,46.05166667,0.023408333,176.6666667,1633.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,143,37.37,0.012033333,45.52333333,0.371008333,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,144,37.38777778,0.009603704,46.92666667,0.068908333,153.6666667,1610.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,145,37.37,0.012033333,47.45,0.2028,171.3333333,1292.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,146,37.46888889,0.002314815,47.62166667,0.364008333,171.6666667,1358.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,147,37.35222222,0.022048148,46.22833333,0.023408333,131,0
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,148,37.45111111,0.006225926,46.315,0.643125,154,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,149,37.45111111,0.016359259,46.22666667,0.434658333,175.6666667,1500.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,150,37.43333333,0.012033333,47.09833333,1.122408333,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,151,37.45111111,0.006225926,45.61333333,0.278258333,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,152,37.46888889,0.002314815,46.31333333,0.298158333,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,153,37.49666667,0,47.61833333,2.058358333,176.6666667,1633.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,154,37.33444444,0.078948148,45.08,3.413275,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,155,37.43333333,0.012033333,46.83666667,0.847658333,177,1587
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,156,37.49666667,0,47.27166667,2.071408333,153.3333333,1633.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,157,37.37,0.048133333,46.485,2.504925,178.3333333,1408.333333
07-117-03-15,ICF,Failed,2015,SHC-GQF2,I-8,9,131,131,159,159,162,158,37.31666667,0.025011111,45.61333333,0.278258333,154.3333333,1192.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,135,37.38777778,0.009603704,46.48666667,1.542408333,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,136,37.40555556,0.00907037,47.445,1.916275,154.3333333,1633.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,137,37.20777778,0.150603704,49.52166667,0.265233333,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,138,37.43333333,0.012033333,47.26166667,5.768533333,154,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,139,37.43333333,0.012033333,45.525,0.1621,154,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,140,37.43333333,0.012033333,45.085,0.2809,154,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,141,37.47888889,0.000948148,44.555,1.9663,153.6666667,1610.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,142,37.41555556,0.009603704,46.05166667,0.023408333,176.6666667,1633.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,143,37.37,0.012033333,45.52333333,0.371008333,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,144,37.38777778,0.009603704,46.92666667,0.068908333,153.6666667,1610.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,145,37.37,0.012033333,47.45,0.2028,171.3333333,1292.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,146,37.46888889,0.002314815,47.62166667,0.364008333,171.6666667,1358.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,147,37.35222222,0.022048148,46.22833333,0.023408333,131,0
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,148,37.45111111,0.006225926,46.315,0.643125,154,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,149,37.45111111,0.016359259,46.22666667,0.434658333,175.6666667,1500.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,150,37.43333333,0.012033333,47.09833333,1.122408333,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,151,37.45111111,0.006225926,45.61333333,0.278258333,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,152,37.46888889,0.002314815,46.31333333,0.298158333,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,153,37.49666667,0,47.61833333,2.058358333,176.6666667,1633.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,154,37.33444444,0.078948148,45.08,3.413275,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,155,37.43333333,0.012033333,46.83666667,0.847658333,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,156,37.49666667,0,47.27166667,2.071408333,153.3333333,1633.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,157,37.37,0.048133333,46.485,2.504925,178.3333333,1408.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,158,37.31666667,0.025011111,45.61333333,0.278258333,154.3333333,1192.333333
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,159,37.51444444,0.000948148,45.7,0.301225,177,1587
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,160,37.41555556,0.009603704,45.525,0.1621,134,19
07-117-04-15,ICF,Failed,2015,SHC-GQF2,I-8,9,134,134,162,164,164,161,37.47888889,0.006637037,44.90833333,0.023408333,177,1587
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,147,32.72,4.938811111,59.29333333,19.43640833,172,1075
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,148,33.29,9.260833333,53.865,9.647175,230,12207
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,149,33.45555556,9.945937037,61.34166667,14.21860833,194.6666667,18136.33333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,150,32.37666667,0.030044444,65.28333333,24.11505833,147.3333333,2392.333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,151,33.07666667,5.7328,59.41666667,2.617058333,128,14236
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,152,32.73555556,7.861225926,51.72166667,13.41815833,177,12
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,153,31.61222222,5.41077037,49.35333333,7.062108333,254.3333333,9425.333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,154,33.35,7.536577778,53.80666667,9.345258333,171.3333333,824.3333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,155,33.88666667,1.747633333,52.40166667,18.47480833,118.3333333,610.3333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,156,33.28666667,0.588311111,59.285,34.722025,209.3333333,4020.333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,157,34.53333333,9.163911111,56.25833333,3.540133333,187.6666667,16241.33333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,158,33.89888889,3.57927037,56.93833333,40.14375833,117.3333333,16772.33333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,159,34.22,5.974233333,56.04333333,4.538808333,187.3333333,13630.33333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,160,33.18222222,13.31293704,58.00666667,39.79280833,189.6666667,20534.33333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,161,34.64111111,5.899737037,52.88666667,11.33895833,187,10969
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,162,31.86666667,2.246433333,62.35333333,27.55223333,235,30721
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,163,32.35,9.796577778,70.69,42.736225,189.3333333,1854.333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,164,33.82333333,2.851877778,68.28,32.830975,161,29452
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,165,34.20111111,3.363692593,63.91166667,6.250508333,109.6666667,2286.333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,166,34.57777778,4.566714815,63.74666667,1.859158333,269.6666667,2116.333333
07-117-05-15,ICF,Hatched,2015,SHC-WC,I-14,9,146,146,168,176,176,167,33.77777778,7.808025926,57.19,29.683425,238,4816
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,131,32.10333333,0.553077778,62.29666667,21.89535833,206.3333333,18516.33333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,132,29.74333333,14.46697778,65.18666667,37.32035833,183,13963
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,133,31.62222222,4.271125926,58.41333333,48.82763333,206.6666667,13530.33333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,134,32.38333333,4.404811111,53.48333333,21.37065833,219.6666667,7870.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,135,32.50555556,0.642714815,51.86,28.591675,148.3333333,121.3333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,136,32.49444444,2.265303704,50.08,47.945275,209,12711
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,137,34.25444444,0.892014815,52.22666667,8.781008333,247,3769
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,138,32.49222222,5.687159259,45.69333333,16.37453333,189.3333333,15225.33333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,139,31.41222222,4.341892593,47.38833333,21.61990833,95.33333333,3929.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,140,33.20111111,17.80632593,52.06666667,50.50293333,284.3333333,1882.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,141,37.16,0.589633333,48.315,0.290775,174,7519
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,142,37.61111111,0.016359259,47.275,0.431175,231,1875
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,143,37.64666667,0.012033333,46.315,0.091875,206,1875
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,144,37.66444444,0.006225926,45.95833333,3.419558333,206,1875
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,145,37.59333333,0.012033333,45.955,4.837225,189.3333333,1850.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,146,37.61111111,0.006225926,45.25666667,3.084233333,189,1875
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,147,37.62888889,0.002314815,47.36333333,0.090133333,189.3333333,1850.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,148,37.65666667,0,45.61,2.504325,189.6666667,1825.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,149,37.65666667,0,46.75166667,0.298158333,189.6666667,1825.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,150,37.65666667,0,46.84,0.091875,189.6666667,1825.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,151,37.53,0.012033333,46.75166667,0.022533333,210.3333333,1985.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,152,37.48444444,0.000948148,47.275,0.159475,208,1875
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,153,37.44888889,0.000948148,45.96,1.549425,208.3333333,1825.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,154,37.44888889,0.000948148,47.36166667,0.295108333,208.6666667,1776.333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,155,37.54,0.004744444,45.96166667,1.409858333,208,1875
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,156,37.17,0.002844444,47.97,0.0676,134.3333333,0.333333333
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,157,37.06111111,0.002314815,48.4,1.6987,171,0
07-117-05-16,ICF,Hatched,2016,SHC-WC,I-19,9,130,130,159,160,160,158,37.52,0,66.6,1.743175,175.6666667,0.333333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,129,32.08111111,1.374048148,55.77,105.178225,144,23959
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,130,32.25222222,5.676337037,58.555,11.824375,120,3639
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,131,34.18111111,5.99957037,57.14333333,33.27555833,294.3333333,2304.333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,132,33.62777778,1.773937037,49.485,10.343775,280.6666667,2689.333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,133,34.42,3.692811111,50.695,2.004925,220.6666667,10494.33333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,134,34.42111111,4.238781481,50.26666667,1.770558333,150,15583
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,135,34.20888889,1.566714815,57.85,10.029375,124,11056
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,136,34.14555556,4.697625926,56.66333333,0.779608333,131.3333333,11594.33333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,137,33.86111111,5.891937037,55.91,23.775325,192,10449
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,138,32.81888889,6.420137037,51.39166667,16.32130833,173.3333333,11096.33333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,139,31.06666667,28.13097778,50.69,8.1273,84.66666667,8814.333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,140,32.43777778,2.947181481,60.13666667,0.731033333,218.3333333,870.3333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,141,31.10666667,4.296877778,55.50666667,0.169233333,272,6223
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,142,32.96444444,2.434781481,57.38,8.749975,154.3333333,13822.33333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,143,32.64888889,6.755959259,57.685,7.134975,167,22267
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,144,33.04666667,3.767877778,63.105,2.187775,182,2044
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,145,33.85555556,2.667492593,65.395,41.081475,154.6666667,2144.333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,146,33.34333333,6.134533333,62.34166667,7.153808333,198.3333333,21381.33333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,147,34.14111111,0.34547037,57.10333333,16.21560833,213.3333333,20904.33333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,148,33.96,14.11823333,58.14166667,22.92075833,189,6961
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,149,32.83888889,3.958414815,50.15166667,11.27950833,131.6666667,6314.333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,150,31.89,1.893877778,56.35666667,5.278433333,129.3333333,1500.333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,151,31.16222222,11.45273704,45.98,63.438825,201,25671
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,152,36.78444444,0.428403704,53.09166667,1.030233333,158.6666667,5896.333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,153,37.04555556,0.000948148,54.435,1.5967,202.6666667,0.333333333
13-116-06-17,ICF,Hatch,2017,WC-WC,I-10,13,128,128,155,156,156,154,37.06333333,0.002844444,54.855,0.1875,180,0
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,122,29.73888889,20.6653037,53.39333333,30.39563333,53.66666667,6676.333333
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,123,32.02777778,14.06949259,49.22833333,12.78043333,130.6666667,5142.333333
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,124,33.56333333,4.482411111,45.225,7.722925,124,28357
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,125,31.84333333,16.85141111,46.68166667,26.47065833,119.3333333,10332.33333
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,126,33.08,1.6132,45.71833333,28.31205833,162.6666667,14684.33333
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,127,29.33666667,17.15964444,40.335,13.242325,258,16957
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,128,32.51888889,3.70037037,41.99333333,33.59835833,204.3333333,18169.33333
13-144-04-17,ICF,Hatch,2017,WC-WC,I-8,12,120,121,147,147,147,129,32.28222222,2.703348148,53.475,27.735175,208.6666667,27896.33333
