"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
37.3640740740741,37.4331481481481,37.4075925925926,37.43,37.4359259259259,37.4637962962963,37.4890740740741,37.4424074074074,37.4559259259259,37.4884259259259,37.3980555555556,37.405,37.4531481481482,37.4725925925926,37.485462962963,37.2709259259259,37.4340740740741,37.4342592592593,37.3930555555556,37.4127777777778,37.4174074074074,37.3447222222222,37.325462962963,37.4159259259259,37.3973148148148,37.3498148148148,37.4273148148148,37.4101851851852,37.4140740740741,37.552962962963,37.5152173913044,NA,NA
36.6812280701754,37.5150925925926,37.5114814814815,37.507037037037,37.5174074074074,37.4994444444444,37.5262962962963,37.5233333333333,37.5218518518519,37.5218518518519,37.5248148148148,37.5174074074074,37.5225,37.549537037037,37.6216666666667,37.6140740740741,37.6287962962963,37.6363888888889,37.6233333333333,37.6325925925926,37.6387037037037,37.6332407407407,37.630462962963,37.5913888888889,37.587037037037,37.605,37.6089814814815,37.580462962963,37.6112962962963,37.6163888888889,37.6203703703704,37.6083333333333,NA
37.4066666666667,37.4087037037037,37.3976851851852,37.392037037037,37.4451851851852,37.4173148148148,37.3856481481481,37.4143518518519,37.4298148148148,37.4177777777778,37.4103703703704,37.4039814814815,37.4326851851852,37.4227777777778,37.3774074074074,37.3983333333333,37.4097222222222,37.4386111111111,37.3924074074074,37.4301851851852,37.4413888888889,37.4648148148148,37.48,37.4400925925926,37.4424074074074,37.4869444444444,37.3923148148148,37.4062962962963,37.4505882352941,NA,NA,NA,NA
37.3707936507937,37.4110185185185,37.370462962963,37.3533333333333,37.3900925925926,37.4133333333333,37.4255555555556,37.4285185185185,37.4212962962963,37.4181481481481,37.3887962962963,37.3613888888889,37.3736111111111,37.3955555555556,37.4232407407407,37.3993518518519,37.4352777777778,37.4405555555556,37.4753703703704,37.492037037037,37.4407407407407,37.435462962963,37.4890740740741,37.4071296296296,37.4132407407407,37.4561111111111,37.4719444444444,37.4899074074074,37.4925641025641,NA,NA,NA,NA
30.1925,32.5285185185185,33.6724074074074,33.2772222222222,31.8963888888889,32.759537037037,32.6717592592593,33.0464814814815,33.2506481481482,34.1612037037037,33.319537037037,33.7739814814815,33.9077777777778,33.8214814814815,33.4419444444444,34.5289814814815,32.7908333333333,32.5171296296296,34.2411111111111,34.8293518518519,34.2742592592593,34.1432407407407,34.0945833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32.2362222222222,32.0952777777778,33.1922222222222,32.5639814814815,32.6919444444444,32.3108333333333,28.3252777777778,32.705,33.3382407407407,31.5442592592593,32.8740740740741,36.7826851851852,37.5744444444444,37.6262037037037,37.6397222222222,37.5524074074074,37.6028703703704,37.6233333333333,37.6419444444444,37.6474074074074,37.6721296296296,37.485,37.5237962962963,37.4638888888889,37.4740740740741,37.5043518518519,37.1401851851852,37.0012962962963,37.5125925925926,37.4997701149425,NA,NA,NA
31.4294736842105,31.4122222222222,32.8105555555556,34.010462962963,33.5780555555556,33.7955555555556,33.7294444444444,34.3096296296296,34.4433333333333,33.6933333333333,33.0869444444444,32.8461111111111,32.0378703703704,32.3972222222222,33.9431481481481,33.0289814814815,32.7150925925926,33.4274074074074,33.6232407407407,34.4949074074074,33.814537037037,33.3435185185185,33.4339814814815,33.5637962962963,35.6696296296296,37.1071296296296,37.0231481481481,37.438717948718,NA,NA,NA,NA,NA
29.528125,29.8817592592593,32.2163888888889,32.7811111111111,33.2382407407407,32.5586111111111,32.4775,33.0906481481481,32.5288888888889,33.4030555555556,33.0146296296296,33.942962962963,34.2233333333333,34.4965740740741,33.7815740740741,34.3987962962963,34.1710185185185,33.0212037037037,33.5818518518519,32.192037037037,32.1327777777778,33.5431481481481,37.352962962963,37.3400925925926,37.3147222222222,37.1550925925926,37.1846666666667,NA,NA,NA,NA,NA,NA
33.838,33.4237962962963,33.7231481481481,32.9908333333333,33.3658333333333,32.8483333333333,32.7876851851852,33.9028703703704,33.0569444444444,34.8909259259259,34.3962962962963,34.0110185185185,37.1587037037037,37.1316666666667,37.1362962962963,37.1790740740741,37.3269444444444,37.4447222222222,31.342037037037,23.8697222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32.7341666666667,33.0094444444444,33.0085185185185,32.8503703703704,32.9367592592593,33.8857407407407,33.8947222222222,34.2117592592593,32.8425,33.6064814814815,34.5881481481482,34.3423148148148,33.8049074074074,32.5212037037037,32.6307407407407,31.4175925925926,32.9540740740741,32.7669444444444,34.3094444444444,35.0039814814815,34.9412037037037,33.0257407407407,32.37,33.8703703703704,32.5551851851852,NA,NA,NA,NA,NA,NA,NA,NA
27.9442105263158,26.6253703703704,27.0988888888889,29.2892592592593,31.0149074074074,32.4839814814815,32.2486111111111,31.7632407407407,32.76,33.4384259259259,33.2968518518519,33.777962962963,32.8011111111111,31.3937962962963,33.1740740740741,33.6841666666667,31.7513888888889,31.3012962962963,32.8276851851852,33.270462962963,33.6072222222222,33.8738888888889,34.1980555555556,33.552962962963,33.9586111111111,35.0012037037037,37.2242592592593,37.2714141414141,NA,NA,NA,NA,NA
30.981884057971,32.4228703703704,33.122037037037,33.4096296296296,32.7049074074074,34.054537037037,33.4776851851852,33.9388888888889,32.6114285714286,31.3266666666667,32.7419444444444,31.807962962963,33.1262037037037,33.0236111111111,32.7285185185185,33.0043518518519,33.9097222222222,34.7543518518519,34.5155555555556,33.940462962963,33.8185185185185,31.9551851851852,33.0868518518519,33.5864814814815,33.0685185185185,31.245,32.2975,32.9242592592593,32.7703703703704,NA,NA,NA,NA
33.9192307692308,33.494537037037,33.7686111111111,33.7274074074074,32.7900925925926,32.5475,32.1887962962963,32.1140740740741,32.2947222222222,32.9302777777778,32.7924074074074,33.3838888888889,32.2189814814815,32.2686111111111,32.5288888888889,32.2184259259259,32.8069444444444,33.4469444444444,34.0614814814815,34.7232407407407,33.7177777777778,32.8168518518519,33.2476851851852,33.3093518518519,32.7690740740741,30.551,NA,NA,NA,NA,NA,NA,NA
