"Egg","Logger","Trt","Facility","Year","Pair.ID","Paired.date","Unpaired.date","Last.alive.day","Hatch.fail.date","Day","temp_mean","temp_var","rh_mean","rh_var","rot_mean","rot_var","Outcome"
7,6,"WC-WC","ICF",2017,13,128,155,156,156,131,34.18111111,5.99957037,57.14333333,33.27555833,58.66666667,108.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,132,33.62777778,1.773937037,49.485,10.343775,55.66666667,116.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,133,34.42,3.692811111,50.695,2.004925,41.66666667,580.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,134,34.42111111,4.238781481,50.26666667,1.770558333,28.33333333,630.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,135,34.20888889,1.566714815,57.85,10.029375,23,388,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,136,34.14555556,4.697625926,56.66333333,0.779608333,23,532,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,137,33.86111111,5.891937037,55.91,23.775325,34.33333333,549.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,138,32.81888889,6.420137037,51.39166667,16.32130833,32,525,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,139,31.06666667,28.13097778,50.69,8.1273,15,364,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,140,32.43777778,2.947181481,60.13666667,0.731033333,43,49,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,141,31.10666667,4.296877778,55.50666667,0.169233333,53.66666667,290.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,142,32.96444444,2.434781481,57.38,8.749975,28,556,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,143,32.64888889,6.755959259,57.685,7.134975,31,1009,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,144,33.04666667,3.767877778,63.105,2.187775,33.66666667,196.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,145,33.85555556,2.667492593,65.395,41.081475,26,196,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,146,33.34333333,6.134533333,62.34166667,7.153808333,36.66666667,933.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,147,34.14111111,0.34547037,57.10333333,16.21560833,40.66666667,908.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,148,33.96,14.11823333,58.14166667,22.92075833,33.66666667,386.3333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,149,32.83888889,3.958414815,50.15166667,11.27950833,24,244,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,150,31.89,1.893877778,56.35666667,5.278433333,20.33333333,56.33333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,151,31.16222222,11.45273704,45.98,63.438825,40.33333333,1102.333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,152,36.78444444,0.428403704,53.09166667,1.030233333,31,300,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,153,37.04555556,0.000948148,54.435,1.5967,40.66666667,0.333333333,1
7,6,"WC-WC","ICF",2017,13,128,155,156,156,154,37.06333333,0.002844444,54.855,0.1875,33,0,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,122,29.73888889,20.6653037,53.39333333,30.39563333,11.66666667,226.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,123,32.02777778,14.06949259,49.22833333,12.78043333,29,183,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,124,33.56333333,4.482411111,45.225,7.722925,26.33333333,984.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,125,31.84333333,16.85141111,46.68166667,26.47065833,24.66666667,432.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,126,33.08,1.6132,45.71833333,28.31205833,36,523,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,127,29.33666667,17.15964444,40.335,13.242325,50.66666667,680.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,128,32.51888889,3.70037037,41.99333333,33.59835833,42.66666667,604.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,129,32.28222222,2.703348148,53.475,27.735175,43,1008,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,130,33.28333333,5.882877778,59.64166667,162.2478083,33.66666667,214.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,131,32.80444444,0.766681481,58.295,5.415825,37.66666667,626.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,132,34.42222222,1.554025926,50.675,22.896475,49,301,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,133,35.05,2.0371,47.995,10.950025,24,237,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,134,35.09333333,3.908811111,51.645,0.024325,50.66666667,58.33333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,135,31.11888889,20.46927037,51.08166667,2.310508333,32,556,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,136,33.55222222,6.814714815,58.73666667,0.599608333,60.33333333,116.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,137,34.02333333,4.0077,56.76333333,9.753158333,42.33333333,646.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,138,32.61111111,7.975692593,56.43666667,37.25125833,43,372,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,139,32.69777778,0.990914815,47.41666667,69.97840833,31.33333333,1154.333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,140,32.67555556,9.89407037,64.27,114.871725,53,79,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,141,32.20333333,5.439544444,65.18666667,87.18715833,37.66666667,356.3333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,142,32.44333333,18.13167778,53.50833333,5.062008333,17,217,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,143,37.36,0,51.65333333,1.575058333,27,13,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,144,37.36,0,49.51,6.086775,28.66666667,66.33333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,145,37.30666667,0,51.995,0.151725,31.66666667,30.33333333,1
8,9,"WC-WC","ICF",2017,12,121,147,147,147,146,37.27111111,0.006637037,55.62333333,73.53010833,27,64,1
