"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
36.5294117647059,46,37.5277777777778,46.1111111111111,42.25,46.1944444444444,46.2222222222222,46.3333333333333,44.0833333333333,46.2222222222222,32.6111111111111,26.1666666666667,46.2222222222222,31.3888888888889,42.3888888888889,45.4444444444444,51.4444444444444,50.9722222222222,49.0555555555556,50.8888888888889,51.0833333333333,44.4722222222222,50.75,30.9444444444444,20.8333333333333,29.5555555555556,50.75,48.3611111111111,22.75,1.30555555555556,0.304347826086957,NA,NA
48.1666666666667,50.1388888888889,52.0277777777778,52.2222222222222,51.8611111111111,51.7222222222222,51.6666666666667,51.6111111111111,52.0555555555556,51.8055555555556,51.5277777777778,51.4444444444444,51.3888888888889,51.5555555555556,52.1388888888889,52.4166666666667,52,52.1111111111111,52,52.1111111111111,51.9444444444444,52.0555555555556,52.0555555555556,48,49.5555555555556,51.8611111111111,52,54.1388888888889,52,52.1111111111111,52.0555555555556,52.4166666666667,NA
52.25,44.5277777777778,40.4166666666667,32.1388888888889,46.0555555555556,42.2222222222222,46.1388888888889,46.4722222222222,46.1666666666667,46.2222222222222,45.9722222222222,46.6111111111111,44.5277777777778,46.2777777777778,24.6111111111111,32.1111111111111,46.2222222222222,46.0555555555556,37.5833333333333,46.1111111111111,45.0277777777778,46.2777777777778,46.3055555555556,46.3333333333333,46.25,46.3888888888889,32.6666666666667,28.0277777777778,44.6470588235294,NA,NA,NA,NA
45.2,46,40.3055555555556,46.0555555555556,46.0555555555556,42.6111111111111,46.1111111111111,42.4166666666667,46.4444444444444,46.4444444444444,46.3333333333333,31.5555555555556,32,42.3888888888889,46.0555555555556,37.4166666666667,46,42.1666666666667,46.2222222222222,46.1666666666667,46.1388888888889,44.1666666666667,46.2222222222222,33.1111111111111,26.1666666666667,46.0555555555556,30.7222222222222,42.4444444444444,42.4615384615385,NA,NA,NA,NA
89.0909090909091,67.0277777777778,52.9166666666667,46.7222222222222,46.2777777777778,62.6388888888889,62.6666666666667,64.3055555555556,62.75,56.3333333333333,52.2777777777778,48.5,69.8611111111111,63.25,60.1666666666667,59.9444444444444,40.0277777777778,44.5277777777778,43.3888888888889,66.6666666666667,56.25,65.8888888888889,51.7916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51.2857142857143,23.25,50.5277777777778,26.8333333333333,26.5277777777778,41.1944444444444,29.9444444444444,60.4444444444444,47.5,45.25,56.6388888888889,56.25,50.25,50.3888888888889,50.1666666666667,50.0277777777778,49.3333333333333,49.4722222222222,47.6944444444444,49.6666666666667,49.3333333333333,49.4722222222222,49.3333333333333,49.3333333333333,49.5277777777778,47.7777777777778,0.305555555555556,1.30555555555556,0.5,0.517241379310345,NA,NA,NA
77.9444444444444,65.3333333333333,38.5,63.25,46.9444444444444,54.6111111111111,35.6944444444444,48.1666666666667,57.6666666666667,47.0555555555556,43.0277777777778,63.25,46.8333333333333,20.5,49.4444444444444,31,59.6944444444444,49.6666666666667,54.3055555555556,58.6388888888889,43.7777777777778,46.9444444444444,56.7222222222222,57.9722222222222,37.7777777777778,33.9444444444444,1.75,3.46153846153846,NA,NA,NA,NA,NA
50.2,56.1944444444444,54.8611111111111,58.9722222222222,63.7777777777778,58.4444444444444,58,57.4444444444444,48.3333333333333,56.6666666666667,67.5555555555556,56.25,67.3055555555556,79.0277777777778,63.25,50.3888888888889,70.6666666666667,52.8333333333333,73,53.25,53.3888888888889,31.8888888888889,19.6666666666667,18.6944444444444,20.5833333333333,17.9166666666667,6.56,NA,NA,NA,NA,NA,NA
53.1428571428571,40.4444444444444,44.9166666666667,49.5277777777778,41.8888888888889,57.9444444444444,48.75,38.8055555555556,46.5555555555556,47.0833333333333,40.7777777777778,44.8333333333333,31.3888888888889,32.6666666666667,31.3611111111111,12.5555555555556,0.361111111111111,0.472222222222222,3.27777777777778,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35.6666666666667,56.5833333333333,57.0833333333333,51.5,56.8333333333333,70.8611111111111,45.8333333333333,50.4444444444444,35.6944444444444,41.7222222222222,42.5277777777778,53.75,55.5277777777778,46.6666666666667,58.1666666666667,48.6944444444444,57.6944444444444,47.0833333333333,66.0833333333333,50.0555555555556,50.0277777777778,50.2222222222222,39.7777777777778,46.8888888888889,31.6111111111111,NA,NA,NA,NA,NA,NA,NA,NA
